,fname,BHAR_Short_label,EP_label,label_env,label_eps,BHAR_label,Form,Log_MarketCap,Industry_numeric
34,20160902_10-Q_edgar_data_764478_0000764478-16-000088_1.txt,0.0,0,0,1,1,10-Q,23.23240836902312,8
35,20150811_10-Q_edgar_data_712515_0000712515-15-000053_1.txt,0.0,1,0,0,0,10-Q,23.85932862598984,4
36,20180228_10-K_edgar_data_1002910_0001002910-18-000069_1.txt,1.0,0,0,1,1,10-K,23.30159220650224,3
37,20171102_10-Q_edgar_data_1496048_0001496048-17-000068_1.txt,1.0,1,0,0,1,10-Q,23.646823425265712,1
38,20180206_10-Q_edgar_data_106040_0000106040-18-000010_1.txt,0.0,0,1,1,1,10-Q,23.94491601772772,2
39,20150130_10-Q_edgar_data_943819_0001193125-15-026185_1.txt,0.0,1,1,0,1,10-Q,22.89579256223409,2
40,20170502_10-Q_edgar_data_1122304_0001122304-17-000044_1.txt,1.0,0,0,1,1,10-Q,24.553567782221783,1
41,20140505_10-Q_edgar_data_899689_0000899689-14-000028_1.txt,1.0,0,0,1,0,10-Q,23.68877578732752,1
42,20170720_10-Q_edgar_data_936468_0001193125-17-232077_1.txt,0.0,0,0,1,1,10-Q,25.14718166328305,2
43,20140610_10-Q_edgar_data_39911_0000039911-14-000092_1.txt,1.0,1,1,1,0,10-Q,23.624307435763185,8
44,20141016_10-Q_edgar_data_29905_0000029905-14-000044_1.txt,1.0,1,0,0,0,10-Q,23.220118251127765,2
45,20150511_10-Q_edgar_data_1001082_0001104659-15-036443_1.txt,0.0,0,0,0,1,10-Q,24.148198595959663,3
46,20170725_10-Q_edgar_data_1467858_0001467858-17-000103_1.txt,1.0,0,0,0,1,10-Q,24.671290881148494,2
47,20180816_10-Q_edgar_data_1045810_0001045810-18-000114_1.txt,0.0,0,0,1,1,10-Q,25.776472123174518,2
48,20141105_10-Q_edgar_data_20520_0000020520-14-000098_1.txt,0.0,0,0,0,1,10-Q,22.60937940786961,3
49,20150804_10-Q_edgar_data_879169_0001104659-15-055876_1.txt,0.0,0,1,0,1,10-Q,23.709258554632623,4
50,20150806_10-Q_edgar_data_354908_0000354908-15-000073_1.txt,1.0,0,0,1,0,10-Q,22.18481566516723,2
51,20160229_10-K_edgar_data_277135_0000277135-16-000037_1.txt,0.0,0,0,1,1,10-K,23.317694322078992,7
52,20180216_10-K_edgar_data_753308_0000753308-18-000013_1.txt,0.0,0,0,1,1,10-K,25.02010753249528,3
53,20160826_10-Q_edgar_data_109198_0001193125-16-693604_1.txt,0.0,1,1,0,0,10-Q,24.668170022314683,8
54,20170207_10-Q_edgar_data_203527_0001628280-17-000959_1.txt,1.0,0,0,1,1,10-Q,22.71514773318312,2
55,20170804_10-Q_edgar_data_36104_0001193125-17-248499_1.txt,1.0,1,0,1,0,10-Q,25.214017720209995,1
56,20180202_10-K_edgar_data_1035267_0001035267-18-000013_1.txt,0.0,0,1,1,1,10-K,24.56966139150148,2
57,20150806_10-Q_edgar_data_1275283_0001564590-15-006401_1.txt,0.0,0,0,0,1,10-Q,24.85387693251357,2
58,20180803_10-Q_edgar_data_877890_0000877890-18-000117_1.txt,1.0,1,0,1,0,10-Q,23.425585623876,4
59,20160229_10-K_edgar_data_1175454_0001193125-16-485752_1.txt,1.0,0,0,1,1,10-K,23.19358810816516,4
60,20150507_10-Q_edgar_data_313927_0001564590-15-003545_1.txt,1.0,0,0,0,0,10-Q,23.104356971393145,2
61,20170202_10-Q_edgar_data_1001250_0001104659-17-006054_1.txt,1.0,0,0,0,0,10-Q,24.12597133083543,2
62,20180503_10-Q_edgar_data_93751_0000093751-18-000364_1.txt,1.0,0,0,1,0,10-Q,24.285031450398773,1
63,20180731_10-Q_edgar_data_26172_0000026172-18-000039_1.txt,0.0,0,0,1,0,10-Q,23.872683273420048,2
64,20140807_10-Q_edgar_data_65984_0000065984-14-000228_1.txt,0.0,0,0,1,1,10-Q,23.276963258911785,3
65,20141104_10-Q_edgar_data_849213_0000849213-14-000039_1.txt,0.0,0,0,1,1,10-Q,22.705518123214645,1
66,20150226_10-K_edgar_data_40987_0001193125-15-064165_1.txt,0.0,0,0,0,0,10-K,23.41383599506413,7
67,20140625_10-Q_edgar_data_796343_0000796343-14-000046_1.txt,0.0,0,0,0,0,10-Q,24.307613950985857,4
68,20160229_10-K_edgar_data_80661_0000080661-16-000080_1.txt,1.0,0,1,0,1,10-K,23.649205908919967,1
69,20140807_10-Q_edgar_data_746515_0000746515-14-000027_1.txt,1.0,0,0,1,0,10-Q,22.78591160346587,3
70,20141202_10-Q_edgar_data_72333_0000072333-14-000158_1.txt,0.0,0,1,1,1,10-Q,23.391526246734408,8
71,20160211_10-K_edgar_data_350698_0000350698-16-000276_1.txt,1.0,0,0,1,0,10-K,22.33589417455733,8
72,20160506_10-Q_edgar_data_63908_0000063908-16-000121_1.txt,0.0,0,0,1,0,10-Q,25.464980953663435,8
73,20141023_10-Q_edgar_data_1047122_0001047122-14-000215_1.txt,1.0,0,0,1,1,10-Q,24.140711464673828,2
74,20151105_10-Q_edgar_data_704051_0000704051-15-000086_1.txt,0.0,0,0,0,0,10-Q,22.319628702282447,1
75,20180524_10-Q_edgar_data_6951_0000006951-18-000017_1.txt,1.0,0,0,1,0,10-Q,24.65858701782335,2
76,20140808_10-Q_edgar_data_816761_0001193125-14-302584_1.txt,0.0,1,1,0,0,10-Q,22.607969051817204,2
77,20160301_10-K_edgar_data_51253_0000051253-16-000026_1.txt,0.0,0,1,1,1,10-K,22.865155466329558,2
78,20170808_10-Q_edgar_data_1075531_0001075531-17-000029_1.txt,0.0,0,1,1,0,10-Q,25.33534064507462,4
79,20150710_10-Q_edgar_data_723125_0000723125-15-000063_1.txt,1.0,0,0,0,0,10-Q,23.669595905822383,2
80,20151124_10-K_edgar_data_6281_0000006281-15-000044_1.txt,1.0,0,1,1,0,10-K,23.66002835363932,2
81,20170329_10-Q_edgar_data_796343_0000796343-17-000088_1.txt,1.0,0,1,0,1,10-Q,24.883756480613343,4
82,20150226_10-K_edgar_data_1130310_0001130310-15-000008_1.txt,0.0,0,0,0,0,10-K,22.924311194685,3
83,20140731_10-Q_edgar_data_1545158_0001545158-14-000024_1.txt,1.0,0,0,0,1,10-Q,24.18361024736105,2
84,20140625_10-K_edgar_data_891024_0001193125-14-248644_1.txt,0.0,0,0,0,0,10-K,22.15605229512966,7
85,20180301_10-K_edgar_data_865752_0001104659-18-014057_1.txt,1.0,0,0,1,1,10-K,24.147865796209462,2
86,20180403_10-K_edgar_data_745732_0000745732-18-000004_1.txt,1.0,0,1,0,1,10-K,24.085651667070582,8
87,20180221_10-K_edgar_data_200406_0000200406-18-000005_1.txt,0.0,0,1,1,1,10-K,26.577006617986036,2
88,20160722_10-Q_edgar_data_1506307_0001506307-16-000103_1.txt,0.0,0,0,0,1,10-Q,24.581252825950735,3
89,20160506_10-Q_edgar_data_1037540_0001656423-16-000017_1.txt,0.0,0,0,0,0,10-Q,23.724369802096945,1
90,20140807_10-Q_edgar_data_1571949_0001571949-14-000015_1.txt,0.0,0,0,0,1,10-Q,23.78510520547006,1
91,20150220_10-K_edgar_data_766704_0000766704-15-000012_1.txt,0.0,0,1,0,1,10-K,23.971688339710813,1
92,20150225_10-K_edgar_data_33185_0001628280-15-001024_1.txt,1.0,0,1,0,1,10-K,23.13217625601899,4
93,20171006_10-Q_edgar_data_320187_0000320187-17-000184_1.txt,0.0,0,0,0,1,10-Q,25.172065182206257,2
94,20160222_10-K_edgar_data_884887_0000884887-16-000126_1.txt,1.0,0,0,0,1,10-K,23.49756385375953,3
95,20160802_10-Q_edgar_data_1122304_0001122304-16-000277_1.txt,1.0,1,1,0,0,10-Q,24.4268138448602,1
96,20170728_10-Q_edgar_data_9892_0001193125-17-239630_1.txt,1.0,1,0,0,1,10-Q,23.87096819885095,2
97,20161103_10-Q_edgar_data_59558_0000059558-16-000120_1.txt,1.0,1,1,0,1,10-Q,23.1863651849203,1
98,20150807_10-Q_edgar_data_1038357_0001038357-15-000067_1.txt,1.0,0,1,1,1,10-Q,23.645666795132243,5
99,20150429_10-Q_edgar_data_38777_0000038777-15-000183_1.txt,1.0,0,1,0,0,10-Q,24.194531826838773,1
100,20180426_10-Q_edgar_data_884905_0000884905-18-000030_1.txt,0.0,1,1,1,0,10-Q,24.526071246626667,2
101,20171103_10-Q_edgar_data_1678531_0001678531-17-000197_1.txt,0.0,1,0,1,1,10-Q,21.90850186915068,4
102,20140505_10-Q_edgar_data_1393311_0001393311-14-000018_1.txt,1.0,1,1,1,0,10-Q,24.113226940746515,1
103,20160229_10-K_edgar_data_865752_0001104659-16-100960_1.txt,0.0,0,0,1,0,10-K,23.96062729284003,2
104,20150511_10-Q_edgar_data_1175454_0001193125-15-181886_1.txt,1.0,0,0,1,1,10-Q,23.36978678717868,4
105,20150807_10-Q_edgar_data_732717_0000732717-15-000079_1.txt,0.0,1,1,0,1,10-Q,26.072398506162155,3
106,20161027_10-Q_edgar_data_1122304_0001122304-16-000292_1.txt,0.0,0,1,0,1,10-Q,24.384009318341636,1
107,20160311_10-K_edgar_data_27419_0000027419-16-000043_1.txt,1.0,0,0,0,0,10-K,24.61754303074207,8
108,20170725_10-Q_edgar_data_875045_0000875045-17-000024_1.txt,1.0,1,1,1,1,10-Q,24.814718334511497,2
109,20170803_10-Q_edgar_data_101778_0000101778-17-000108_1.txt,0.0,0,1,0,0,10-Q,23.087080996673414,5
110,20160229_10-K_edgar_data_713676_0001193125-16-482577_1.txt,1.0,0,0,0,0,10-K,24.43059561470008,1
111,20180215_10-K_edgar_data_91440_0001193125-18-047130_1.txt,1.0,0,0,1,0,10-K,22.936177667821493,2
112,20161027_10-Q_edgar_data_51644_0000051644-16-000091_1.txt,1.0,0,0,1,1,10-Q,22.892330954393618,4
113,20160226_10-K_edgar_data_882835_0000882835-16-000035_1.txt,0.0,0,0,0,0,10-K,23.569067119417568,2
114,20180525_10-Q_edgar_data_883241_0000883241-18-000005_1.txt,0.0,0,0,0,0,10-Q,23.30049662183233,4
115,20170803_10-Q_edgar_data_1418091_0001564590-17-014980_1.txt,0.0,0,0,1,1,10-Q,23.203085603789177,4
116,20141125_10-Q_edgar_data_1002047_0001193125-14-425190_1.txt,0.0,1,0,1,0,10-Q,23.32058782351799,2
117,20140808_10-Q_edgar_data_1037540_0001193125-14-302695_1.txt,1.0,0,0,1,0,10-Q,23.63449726675604,1
118,20160803_10-Q_edgar_data_1024478_0001024478-16-000062_1.txt,1.0,0,0,0,1,10-Q,23.42039070670358,2
119,20140805_10-Q_edgar_data_927628_0001193125-14-295896_1.txt,0.0,0,0,0,1,10-Q,24.51258563449777,1
120,20151030_10-Q_edgar_data_315293_0001628280-15-008083_1.txt,1.0,1,1,1,1,10-Q,23.96426239630144,1
121,20170801_10-Q_edgar_data_66740_0001558370-17-005582_1.txt,1.0,0,0,0,1,10-Q,25.52112984218303,2
122,20150807_10-Q_edgar_data_1037540_0001193125-15-282990_1.txt,0.0,1,1,1,1,10-Q,23.638598052318116,1
123,20141104_10-Q_edgar_data_766704_0000766704-14-000030_1.txt,0.0,0,1,1,1,10-Q,23.887385553538383,1
124,20180802_10-Q_edgar_data_59558_0000059558-18-000031_1.txt,1.0,0,0,1,0,10-Q,23.37903388999412,1
125,20150527_10-Q_edgar_data_354950_0000354950-15-000018_1.txt,1.0,0,0,1,1,10-Q,25.704768579243492,8
126,20150203_10-Q_edgar_data_96021_0000096021-15-000004_1.txt,1.0,1,1,1,0,10-Q,23.87690874710829,7
127,20180508_10-Q_edgar_data_1101215_0001101215-18-000103_1.txt,1.0,0,0,1,1,10-Q,23.137115003259293,4
128,20170727_10-Q_edgar_data_1633917_0001633917-17-000136_1.txt,0.0,0,0,0,1,10-Q,25.00442436385925,4
129,20150506_10-Q_edgar_data_34088_0000034088-15-000021_1.txt,0.0,0,0,0,0,10-Q,26.63333579343625,2
130,20140801_10-Q_edgar_data_912242_0000912242-14-000010_1.txt,0.0,0,1,1,0,10-Q,22.93370126544182,1
131,20180212_10-K_edgar_data_354190_0001193125-18-038261_1.txt,1.0,0,0,1,1,10-K,23.20918992729951,1
132,20140423_10-Q_edgar_data_30625_0000030625-14-000037_1.txt,0.0,0,0,1,0,10-Q,23.09628669062861,2
133,20180228_10-K_edgar_data_1120193_0001120193-18-000003_1.txt,1.0,1,1,0,1,10-K,23.32222791682701,1
134,20180503_10-Q_edgar_data_1324404_0001324404-18-000013_1.txt,0.0,1,1,1,1,10-Q,22.912757693713143,2
135,20140402_10-K_edgar_data_794367_0000794367-14-000071_1.txt,0.0,0,0,0,0,10-K,23.83132198311646,8
136,20180504_10-Q_edgar_data_750556_0000750556-18-000141_1.txt,1.0,0,0,1,0,10-Q,24.15587946625088,1
137,20160623_10-Q_edgar_data_1467373_0001467373-16-000915_1.txt,0.0,1,1,1,0,10-Q,25.074516871305143,4
138,20180228_10-K_edgar_data_1053507_0001053507-18-000006_1.txt,0.0,1,1,1,1,10-K,24.84106447761234,1
139,20140610_10-Q_edgar_data_1441634_0001441634-14-000045_1.txt,1.0,1,1,0,1,10-Q,23.61853648676377,2
140,20141106_10-Q_edgar_data_1058290_0001058290-14-000010_1.txt,1.0,0,1,1,1,10-Q,24.19067000366973,4
141,20140905_10-Q_edgar_data_39911_0000039911-14-000142_1.txt,0.0,0,0,1,0,10-Q,23.68940181410596,8
142,20141017_10-Q_edgar_data_54480_0000054480-14-000127_1.txt,0.0,0,0,1,0,10-Q,23.27103976837891,3
143,20180427_10-Q_edgar_data_72903_0000072903-18-000017_1.txt,1.0,0,0,0,0,10-Q,23.899950492902736,3
144,20180223_10-Q_edgar_data_883241_0000883241-18-000002_1.txt,1.0,0,1,1,1,10-Q,23.26308109341437,4
145,20150302_10-K_edgar_data_101778_0000101778-15-000007_1.txt,0.0,1,1,0,1,10-K,23.65049002505713,5
146,20161109_10-Q_edgar_data_1138118_0001193125-16-764008_1.txt,1.0,1,1,1,1,10-Q,22.941841460895017,1
147,20170519_10-Q_edgar_data_865436_0000865436-17-000100_1.txt,0.0,0,0,1,1,10-Q,23.165711241390262,8
148,20160809_10-Q_edgar_data_1013871_0001013871-16-000032_1.txt,0.0,0,0,1,0,10-Q,22.120758339189237,3
149,20170228_10-K_edgar_data_97745_0000097745-17-000007_1.txt,1.0,1,0,0,0,10-K,24.855027876892677,2
150,20160803_10-Q_edgar_data_912750_0000912750-16-000072_1.txt,1.0,0,1,1,0,10-Q,22.905902943718875,5
151,20150302_10-K_edgar_data_789570_0001564590-15-001180_1.txt,1.0,1,1,1,1,10-K,23.097708330743004,4
152,20180629_10-K_edgar_data_40704_0001193125-18-209377_1.txt,0.0,0,1,1,0,10-K,23.99140641810929,2
153,20180725_10-Q_edgar_data_1022079_0001022079-18-000163_1.txt,1.0,1,1,0,1,10-Q,23.41203362821587,4
154,20170803_10-Q_edgar_data_1015780_0001015780-17-000075_1.txt,1.0,0,0,0,0,10-Q,23.14577331998989,1
155,20141029_10-Q_edgar_data_1059556_0001193125-14-387388_1.txt,0.0,0,1,1,0,10-Q,23.736806623420467,4
156,20161202_10-Q_edgar_data_764478_0000764478-16-000093_1.txt,1.0,1,1,1,0,10-Q,23.38579152483197,8
157,20150219_10-K_edgar_data_1038357_0001038357-15-000010_1.txt,0.0,0,1,0,1,10-K,23.89538693254139,5
158,20180801_10-Q_edgar_data_24545_0000024545-18-000026_1.txt,0.0,0,0,0,0,10-Q,23.42748923851589,2
159,20180719_10-Q_edgar_data_29905_0000029905-18-000043_1.txt,1.0,1,1,0,1,10-Q,23.168964371501776,2
160,20150224_10-K_edgar_data_1282266_0001282266-15-000010_1.txt,1.0,0,0,1,1,10-K,22.27861718903435,3
161,20140509_10-Q_edgar_data_1120193_0001120193-14-000004_1.txt,0.0,1,1,0,0,10-Q,22.548989084802898,1
162,20170223_10-K_edgar_data_1393612_0001393612-17-000012_1.txt,0.0,0,0,1,0,10-K,24.03927794781709,1
163,20150430_10-Q_edgar_data_1521332_0001521332-15-000034_1.txt,1.0,0,0,1,1,10-Q,23.89987036339398,2
164,20170804_10-Q_edgar_data_1637459_0001637459-17-000101_1.txt,0.0,1,1,0,0,10-Q,25.382674576684423,2
165,20141104_10-Q_edgar_data_62709_0000062709-14-000038_1.txt,1.0,1,0,0,1,10-Q,24.11880030118255,1
166,20170830_10-K_edgar_data_96021_0000096021-17-000120_1.txt,0.0,1,1,1,0,10-K,24.049188079939903,7
167,20180129_10-Q_edgar_data_1137789_0001193125-18-023592_1.txt,0.0,0,1,1,1,10-Q,23.476725134113536,2
168,20150226_10-K_edgar_data_808362_0000808362-15-000006_1.txt,1.0,1,1,0,1,10-K,24.02493366977316,2
169,20180727_10-K_edgar_data_723254_0000723254-18-000015_1.txt,1.0,1,0,1,1,10-K,23.80473746756561,2
170,20151029_10-Q_edgar_data_726728_0001104659-15-074070_1.txt,0.0,1,1,1,1,10-Q,23.24097448690261,1
171,20140403_10-Q_edgar_data_1110783_0001110783-14-000048_1.txt,0.0,0,1,0,0,10-Q,24.83984397128339,2
172,20150424_10-Q_edgar_data_936340_0000936340-15-000075_1.txt,0.0,0,0,0,0,10-Q,23.42128929114249,3
173,20160219_10-K_edgar_data_1135971_0001193125-16-468556_1.txt,0.0,1,0,0,0,10-K,22.625457852311357,3
174,20180510_10-Q_edgar_data_1378946_0001193125-18-158976_1.txt,1.0,0,0,1,0,10-Q,22.59427930289728,1
175,20150430_10-Q_edgar_data_859737_0000859737-15-000010_1.txt,0.0,1,0,0,1,10-Q,22.972442537150584,2
176,20160226_10-K_edgar_data_898173_0000898173-16-000276_1.txt,1.0,0,0,1,0,10-K,23.964060201928756,8
177,20150225_10-K_edgar_data_5513_0000005513-15-000010_1.txt,0.0,0,0,1,0,10-K,22.865470582633005,1
178,20150227_10-K_edgar_data_1122304_0001122304-15-000038_1.txt,1.0,0,1,1,1,10-K,24.270382576725183,1
179,20150729_10-Q_edgar_data_1141391_0001141391-15-000044_1.txt,1.0,0,0,1,1,10-Q,25.419264874752827,4
180,20150206_10-Q_edgar_data_46765_0001104659-15-007304_1.txt,0.0,0,1,0,0,10-Q,22.71411238018801,5
181,20170804_10-Q_edgar_data_46765_0001558370-17-005949_1.txt,0.0,0,0,1,1,10-Q,22.40174713959137,5
182,20171108_10-Q_edgar_data_1048286_0001628280-17-011156_1.txt,1.0,1,0,0,1,10-Q,24.501585144620645,4
183,20151104_10-Q_edgar_data_1496048_0001496048-15-000041_1.txt,0.0,0,1,1,0,10-Q,23.95446348340992,1
184,20171206_10-Q_edgar_data_745732_0000745732-17-000034_1.txt,0.0,0,0,1,0,10-Q,24.1023877076682,8
185,20160510_10-Q_edgar_data_1138118_0001193125-16-585170_1.txt,0.0,0,0,1,0,10-Q,23.00989350476988,1
186,20170504_10-Q_edgar_data_1393311_0001393311-17-000016_1.txt,0.0,1,1,0,1,10-Q,24.30943748995318,1
187,20170616_10-K_edgar_data_12659_0001574842-17-000019_1.txt,1.0,0,0,0,0,10-K,22.54761670608713,4
188,20141218_10-Q_edgar_data_1467373_0001467373-14-000566_1.txt,1.0,1,1,0,0,10-Q,24.813803249495837,4
189,20180430_10-Q_edgar_data_70858_0000070858-18-000020_1.txt,0.0,1,1,1,0,10-Q,26.43821731903967,1
190,20180803_10-Q_edgar_data_1000697_0001193125-18-237475_1.txt,0.0,0,0,0,0,10-Q,23.42794082843166,2
191,20180507_10-Q_edgar_data_1496048_0001496048-18-000022_1.txt,0.0,0,0,1,0,10-Q,23.681984620037927,1
192,20150729_10-Q_edgar_data_1053507_0001193125-15-268479_1.txt,0.0,1,1,0,0,10-Q,24.43121812761423,1
193,20170808_10-Q_edgar_data_51253_0000051253-17-000012_1.txt,1.0,0,1,1,1,10-Q,23.08725911292793,2
194,20150810_10-Q_edgar_data_1138118_0001193125-15-284650_1.txt,1.0,1,1,1,0,10-Q,23.269643134883346,1
195,20171106_10-Q_edgar_data_1526520_0001564590-17-021789_1.txt,0.0,1,0,0,0,10-Q,22.42617622345574,4
196,20180808_10-Q_edgar_data_92122_0000092122-18-000050_1.txt,1.0,0,0,1,0,10-Q,24.58332679810785,3
197,20160429_10-Q_edgar_data_943819_0001193125-16-565229_1.txt,1.0,1,1,0,1,10-Q,22.781849750262097,2
198,20161107_10-Q_edgar_data_865752_0001104659-16-155163_1.txt,0.0,0,0,0,0,10-Q,23.977926884268022,2
199,20180425_10-Q_edgar_data_1133421_0001133421-18-000012_1.txt,0.0,0,0,0,0,10-Q,24.783771971362548,2
200,20150211_10-K_edgar_data_812233_0001104659-15-008329_1.txt,1.0,0,0,1,0,10-K,22.154624501256688,2
201,20180202_10-Q_edgar_data_833444_0000833444-18-000008_1.txt,0.0,0,0,1,0,10-Q,24.323558465521295,4
202,20171026_10-Q_edgar_data_24741_0000024741-17-000060_1.txt,0.0,1,1,0,0,10-Q,24.03923645552057,2
203,20171103_10-K_edgar_data_320193_0000320193-17-000070_1.txt,1.0,1,1,1,0,10-K,27.509608925348672,2
204,20170222_10-K_edgar_data_48039_0000048039-17-000015_1.txt,0.0,1,1,0,0,10-K,22.357534674356504,2
205,20140804_10-Q_edgar_data_19617_0000019617-14-000409_1.txt,1.0,0,0,0,1,10-Q,26.084917416932026,1
206,20150421_10-Q_edgar_data_808362_0000808362-15-000018_1.txt,1.0,0,0,1,0,10-Q,24.1000133927931,2
207,20180509_10-Q_edgar_data_1285785_0001618034-18-000006_1.txt,1.0,1,1,1,1,10-Q,23.02020963773099,2
208,20150209_10-K_edgar_data_1288776_0001288776-15-000008_1.txt,1.0,0,1,0,1,10-K,26.610306336717645,4
209,20170301_10-K_edgar_data_1136869_0001193125-17-065632_1.txt,0.0,1,1,1,1,10-K,23.89752045943512,2
210,20161102_10-Q_edgar_data_96223_0000096223-16-000079_1.txt,1.0,0,0,0,1,10-Q,22.6096689002235,2
211,20171103_10-Q_edgar_data_886982_0001193125-17-331475_1.txt,0.0,1,1,0,1,10-Q,25.285075682454927,1
212,20160429_10-Q_edgar_data_833444_0000833444-16-000172_1.txt,0.0,1,1,1,1,10-Q,23.51994785807764,4
213,20161028_10-Q_edgar_data_1137789_0001193125-16-751593_1.txt,0.0,1,1,1,1,10-Q,23.031629452076164,2
214,20171102_10-Q_edgar_data_1004980_0001004980-17-000023_1.txt,0.0,1,0,0,0,10-Q,24.09544805390269,3
215,20140423_10-Q_edgar_data_808362_0000808362-14-000025_1.txt,0.0,0,1,1,0,10-Q,24.147009366589508,2
216,20180803_10-Q_edgar_data_851968_0000851968-18-000103_1.txt,0.0,0,1,1,0,10-Q,23.356710696073183,2
217,20171026_10-Q_edgar_data_874766_0000874766-17-000056_1.txt,0.0,0,0,0,0,10-Q,23.709921542805,1
218,20160722_10-Q_edgar_data_79879_0000079879-16-000095_1.txt,0.0,1,1,0,0,10-Q,24.078952760817668,2
219,20160429_10-Q_edgar_data_1053507_0001053507-16-000032_1.txt,1.0,1,0,0,1,10-Q,24.519533320921425,1
220,20160223_10-K_edgar_data_732712_0001193125-16-473367_1.txt,0.0,0,0,0,1,10-K,26.05239642784279,3
221,20141029_10-Q_edgar_data_315852_0001564590-14-004644_1.txt,0.0,0,0,1,0,10-Q,23.14683674233857,5
222,20141106_10-Q_edgar_data_1116132_0001116132-14-000006_1.txt,1.0,0,0,1,1,10-Q,22.94477660283052,2
223,20170801_10-Q_edgar_data_1551182_0001551182-17-000169_1.txt,1.0,1,0,1,0,10-Q,24.22070774964958,2
